[2023-05-13 00:05:21,656130] eccube.INFO  [NULL] [0f0d4554] [NULL] [RouterListener:onKernelRequest:148] - Matched route "homepage". {"route_parameters":{"_controller":"\\Eccube\\Controller\\TopController::index","_route":"homepage"},"request_uri":"http://biken-shop-mall.com/"}  [GET, /, 103.142.80.28, NULL, Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.2899.40 Safari/537.36]
[2023-05-13 00:05:21,656396] eccube.INFO  [NULL] [0f0d4554] [NULL] [AnonymousAuthenticationListener:handle:60] - Populated the TokenStorage with an anonymous Token.   [GET, /, 103.142.80.28, NULL, Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.2899.40 Safari/537.36]
[2023-05-13 00:05:21,656833] eccube.INFO  [f0e7d5ba] [0f0d4554] [NULL] [LogListener:logRequest:83] - > GET /   [GET, /, 103.142.80.28, NULL, Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.2899.40 Safari/537.36]
[2023-05-13 00:05:21,666771] eccube.INFO  [f0e7d5ba] [0f0d4554] [NULL] [RouterListener:onKernelRequest:148] - Matched route "block_cart". {"route_parameters":{"_controller":"\\Eccube\\Controller\\Block\\CartController::index","_route":"block_cart"},"request_uri":"http://biken-shop-mall.com/block/cart"}  [GET, /, 103.142.80.28, NULL, Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.2899.40 Safari/537.36]
[2023-05-13 00:05:21,667631] eccube.INFO  [f0e7d5ba] [0f0d4554] [NULL] [RouterListener:onKernelRequest:148] - Matched route "block_search_product". {"route_parameters":{"_controller":"\\Eccube\\Controller\\Block\\SearchProductController::index","_route":"block_search_product"},"request_uri":"http://biken-shop-mall.com/block/search_product"}  [GET, /, 103.142.80.28, NULL, Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.2899.40 Safari/537.36]
[2023-05-13 00:05:21,678271] eccube.INFO  [f0e7d5ba] [0f0d4554] [NULL] [RouterListener:onKernelRequest:148] - Matched route "block_login". {"route_parameters":{"_controller":"\\Eccube\\Controller\\Block\\LoginController::index","_route":"block_login"},"request_uri":"http://biken-shop-mall.com/block/login"}  [GET, /, 103.142.80.28, NULL, Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.2899.40 Safari/537.36]
[2023-05-13 00:05:21,678898] eccube.INFO  [f0e7d5ba] [0f0d4554] [NULL] [RouterListener:onKernelRequest:148] - Matched route "block_news". {"route_parameters":{"_controller":"\\Eccube\\Controller\\Block\\NewsController::index","_route":"block_news"},"request_uri":"http://biken-shop-mall.com/block/news"}  [GET, /, 103.142.80.28, NULL, Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.2899.40 Safari/537.36]
[2023-05-13 00:05:21,681418] eccube.INFO  [f0e7d5ba] [0f0d4554] [NULL] [RouterListener:onKernelRequest:148] - Matched route "block_plg_shiro8_gallary_block". {"route_parameters":{"_controller":"\\Plugin\\Shiro8GallaryBlock3\\Controller\\Block\\Shiro8GallaryController::index","_route":"block_plg_shiro8_gallary_block"},"request_uri":"http://biken-shop-mall.com/block/plg_shiro8_gallary_block"}  [GET, /, 103.142.80.28, NULL, Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.2899.40 Safari/537.36]
[2023-05-13 00:05:21,687905] eccube.INFO  [f0e7d5ba] [0f0d4554] [NULL] [LogListener:logResponse:96] - < 200   [GET, /, 103.142.80.28, NULL, Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.2899.40 Safari/537.36]
[2023-05-13 00:05:22,941309] eccube.ERROR [NULL] [440eac12] [NULL] [LogListener:logException:110] - Symfony\Component\HttpKernel\Exception\NotFoundHttpException: No route found for "GET /wordpress/" (uncaught exception) at /home/wp614605/biken-shop-mall.com/public_html/vendor/symfony/http-kernel/EventListener/RouterListener.php line 162 {"exception":"[object] (Symfony\\Component\\HttpKernel\\Exception\\NotFoundHttpException(code: 0): No route found for \"GET /wordpress/\" at /home/wp614605/biken-shop-mall.com/public_html/vendor/symfony/http-kernel/EventListener/RouterListener.php:162, Symfony\\Component\\Routing\\Exception\\ResourceNotFoundException(code: 0): No routes found for \"/wordpress/\". at /home/wp614605/biken-shop-mall.com/public_html/vendor/symfony/routing/Matcher/UrlMatcher.php:80)"}  [GET, /wordpress/, 103.142.80.28, NULL, Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.2899.40 Safari/537.36]
[2023-05-13 00:05:22,942606] eccube.INFO  [f0e7d5ba] [440eac12] [NULL] [LogListener:logResponse:96] - < 404   [GET, /wordpress/, 103.142.80.28, NULL, Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.2899.40 Safari/537.36]
