[2023-05-21 00:18:15,676750] eccube.INFO  [NULL] [07bb6cda] [NULL] [RouterListener:onKernelRequest:148] - Matched route "homepage". {"route_parameters":{"_controller":"\\Eccube\\Controller\\TopController::index","_route":"homepage"},"request_uri":"http://www.biken-shop-mall.com/"}  [GET, /, 198.235.24.59, NULL, NULL]
[2023-05-21 00:18:15,677011] eccube.INFO  [NULL] [07bb6cda] [NULL] [AnonymousAuthenticationListener:handle:60] - Populated the TokenStorage with an anonymous Token.   [GET, /, 198.235.24.59, NULL, NULL]
[2023-05-21 00:18:15,677469] eccube.INFO  [6af6765f] [07bb6cda] [NULL] [LogListener:logRequest:83] - > GET /   [GET, /, 198.235.24.59, NULL, NULL]
[2023-05-21 00:18:15,687315] eccube.INFO  [6af6765f] [07bb6cda] [NULL] [RouterListener:onKernelRequest:148] - Matched route "block_cart". {"route_parameters":{"_controller":"\\Eccube\\Controller\\Block\\CartController::index","_route":"block_cart"},"request_uri":"http://www.biken-shop-mall.com/block/cart"}  [GET, /, 198.235.24.59, NULL, NULL]
[2023-05-21 00:18:15,688162] eccube.INFO  [6af6765f] [07bb6cda] [NULL] [RouterListener:onKernelRequest:148] - Matched route "block_search_product". {"route_parameters":{"_controller":"\\Eccube\\Controller\\Block\\SearchProductController::index","_route":"block_search_product"},"request_uri":"http://www.biken-shop-mall.com/block/search_product"}  [GET, /, 198.235.24.59, NULL, NULL]
[2023-05-21 00:18:15,698518] eccube.INFO  [6af6765f] [07bb6cda] [NULL] [RouterListener:onKernelRequest:148] - Matched route "block_login". {"route_parameters":{"_controller":"\\Eccube\\Controller\\Block\\LoginController::index","_route":"block_login"},"request_uri":"http://www.biken-shop-mall.com/block/login"}  [GET, /, 198.235.24.59, NULL, NULL]
[2023-05-21 00:18:15,699149] eccube.INFO  [6af6765f] [07bb6cda] [NULL] [RouterListener:onKernelRequest:148] - Matched route "block_news". {"route_parameters":{"_controller":"\\Eccube\\Controller\\Block\\NewsController::index","_route":"block_news"},"request_uri":"http://www.biken-shop-mall.com/block/news"}  [GET, /, 198.235.24.59, NULL, NULL]
[2023-05-21 00:18:15,701671] eccube.INFO  [6af6765f] [07bb6cda] [NULL] [RouterListener:onKernelRequest:148] - Matched route "block_plg_shiro8_gallary_block". {"route_parameters":{"_controller":"\\Plugin\\Shiro8GallaryBlock3\\Controller\\Block\\Shiro8GallaryController::index","_route":"block_plg_shiro8_gallary_block"},"request_uri":"http://www.biken-shop-mall.com/block/plg_shiro8_gallary_block"}  [GET, /, 198.235.24.59, NULL, NULL]
[2023-05-21 00:18:15,708159] eccube.INFO  [6af6765f] [07bb6cda] [NULL] [LogListener:logResponse:96] - < 200   [GET, /, 198.235.24.59, NULL, NULL]
[2023-05-21 01:28:11,392623] eccube.INFO  [NULL] [2578fd7f] [NULL] [RouterListener:onKernelRequest:148] - Matched route "homepage". {"route_parameters":{"_controller":"\\Eccube\\Controller\\TopController::index","_route":"homepage"},"request_uri":"http://biken-shop-mall.com/"}  [GET, /, 185.181.60.189, NULL, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36 Edg/91.0.864.54]
[2023-05-21 01:28:11,392846] eccube.INFO  [NULL] [2578fd7f] [NULL] [AnonymousAuthenticationListener:handle:60] - Populated the TokenStorage with an anonymous Token.   [GET, /, 185.181.60.189, NULL, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36 Edg/91.0.864.54]
