[2023-05-23 00:14:39,508836] eccube.INFO  [NULL] [77bc096d] [NULL] [RouterListener:onKernelRequest:148] - Matched route "product_detail". {"route_parameters":{"_controller":"\\Eccube\\Controller\\ProductController::detail","id":"78","_route":"product_detail"},"request_uri":"https://biken-shop-mall.com/products/detail/78"}  [GET, /products/detail/78, 202.95.170.41, NULL, Dalvik/2.1.0 (Linux; U; Android 9; 706SH Build/S1013)]
[2023-05-23 00:14:39,509104] eccube.INFO  [NULL] [77bc096d] [NULL] [AnonymousAuthenticationListener:handle:60] - Populated the TokenStorage with an anonymous Token.   [GET, /products/detail/78, 202.95.170.41, NULL, Dalvik/2.1.0 (Linux; U; Android 9; 706SH Build/S1013)]
[2023-05-23 00:14:39,509507] eccube.INFO  [1a6cf926] [77bc096d] [NULL] [LogListener:logRequest:83] - > GET /products/detail/78   [GET, /products/detail/78, 202.95.170.41, NULL, Dalvik/2.1.0 (Linux; U; Android 9; 706SH Build/S1013)]
[2023-05-23 00:14:39,539135] eccube.INFO  [1a6cf926] [77bc096d] [NULL] [RouterListener:onKernelRequest:148] - Matched route "block_cart". {"route_parameters":{"_controller":"\\Eccube\\Controller\\Block\\CartController::index","_route":"block_cart"},"request_uri":"https://biken-shop-mall.com/block/cart"}  [GET, /products/detail/78, 202.95.170.41, NULL, Dalvik/2.1.0 (Linux; U; Android 9; 706SH Build/S1013)]
[2023-05-23 00:14:39,539931] eccube.INFO  [1a6cf926] [77bc096d] [NULL] [RouterListener:onKernelRequest:148] - Matched route "block_search_product". {"route_parameters":{"_controller":"\\Eccube\\Controller\\Block\\SearchProductController::index","_route":"block_search_product"},"request_uri":"https://biken-shop-mall.com/block/search_product"}  [GET, /products/detail/78, 202.95.170.41, NULL, Dalvik/2.1.0 (Linux; U; Android 9; 706SH Build/S1013)]
[2023-05-23 00:14:39,543289] eccube.INFO  [1a6cf926] [77bc096d] [NULL] [RouterListener:onKernelRequest:148] - Matched route "block_login". {"route_parameters":{"_controller":"\\Eccube\\Controller\\Block\\LoginController::index","_route":"block_login"},"request_uri":"https://biken-shop-mall.com/block/login"}  [GET, /products/detail/78, 202.95.170.41, NULL, Dalvik/2.1.0 (Linux; U; Android 9; 706SH Build/S1013)]
[2023-05-23 00:14:39,545113] eccube.INFO  [1a6cf926] [77bc096d] [NULL] [LogListener:logResponse:96] - < 200   [GET, /products/detail/78, 202.95.170.41, NULL, Dalvik/2.1.0 (Linux; U; Android 9; 706SH Build/S1013)]
[2023-05-23 00:14:39,506131] eccube.INFO  [NULL] [7738605a] [NULL] [RouterListener:onKernelRequest:148] - Matched route "product_detail". {"route_parameters":{"_controller":"\\Eccube\\Controller\\ProductController::detail","id":"76","_route":"product_detail"},"request_uri":"https://biken-shop-mall.com/products/detail/76"}  [GET, /products/detail/76, 202.95.170.41, NULL, Dalvik/2.1.0 (Linux; U; Android 9; 706SH Build/S1013)]
[2023-05-23 00:14:39,506319] eccube.INFO  [NULL] [7738605a] [NULL] [AnonymousAuthenticationListener:handle:60] - Populated the TokenStorage with an anonymous Token.   [GET, /products/detail/76, 202.95.170.41, NULL, Dalvik/2.1.0 (Linux; U; Android 9; 706SH Build/S1013)]
[2023-05-23 00:14:39,506604] eccube.INFO  [5e5aaee8] [7738605a] [NULL] [LogListener:logRequest:83] - > GET /products/detail/76   [GET, /products/detail/76, 202.95.170.41, NULL, Dalvik/2.1.0 (Linux; U; Android 9; 706SH Build/S1013)]
[2023-05-23 00:14:39,541746] eccube.INFO  [5e5aaee8] [7738605a] [NULL] [RouterListener:onKernelRequest:148] - Matched route "block_cart". {"route_parameters":{"_controller":"\\Eccube\\Controller\\Block\\CartController::index","_route":"block_cart"},"request_uri":"https://biken-shop-mall.com/block/cart"}  [GET, /products/detail/76, 202.95.170.41, NULL, Dalvik/2.1.0 (Linux; U; Android 9; 706SH Build/S1013)]
[2023-05-23 00:14:39,542828] eccube.INFO  [5e5aaee8] [7738605a] [NULL] [RouterListener:onKernelRequest:148] - Matched route "block_search_product". {"route_parameters":{"_controller":"\\Eccube\\Controller\\Block\\SearchProductController::index","_route":"block_search_product"},"request_uri":"https://biken-shop-mall.com/block/search_product"}  [GET, /products/detail/76, 202.95.170.41, NULL, Dalvik/2.1.0 (Linux; U; Android 9; 706SH Build/S1013)]
[2023-05-23 00:14:39,547032] eccube.INFO  [5e5aaee8] [7738605a] [NULL] [RouterListener:onKernelRequest:148] - Matched route "block_login". {"route_parameters":{"_controller":"\\Eccube\\Controller\\Block\\LoginController::index","_route":"block_login"},"request_uri":"https://biken-shop-mall.com/block/login"}  [GET, /products/detail/76, 202.95.170.41, NULL, Dalvik/2.1.0 (Linux; U; Android 9; 706SH Build/S1013)]
[2023-05-23 00:14:39,549012] eccube.INFO  [5e5aaee8] [7738605a] [NULL] [LogListener:logResponse:96] - < 200   [GET, /products/detail/76, 202.95.170.41, NULL, Dalvik/2.1.0 (Linux; U; Android 9; 706SH Build/S1013)]
[2023-05-23 00:14:39,504813] eccube.INFO  [NULL] [e879941c] [NULL] [RouterListener:onKernelRequest:148] - Matched route "product_detail". {"route_parameters":{"_controller":"\\Eccube\\Controller\\ProductController::detail","id":"80","_route":"product_detail"},"request_uri":"https://biken-shop-mall.com/products/detail/80"}  [GET, /products/detail/80, 202.95.170.41, NULL, Dalvik/2.1.0 (Linux; U; Android 9; 706SH Build/S1013)]
