[2023-06-13 00:15:21,818641] eccube.INFO  [NULL] [13717d18] [NULL] [RouterListener:onKernelRequest:148] - Matched route "help_tradelaw". {"route_parameters":{"_controller":"\\Eccube\\Controller\\HelpController::tradelaw","_route":"help_tradelaw"},"request_uri":"http://biken-shop-mall.com/help/tradelaw"}  [GET, /help/tradelaw, 51.222.253.20, NULL, Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)]
[2023-06-13 00:15:21,818909] eccube.INFO  [NULL] [13717d18] [NULL] [AnonymousAuthenticationListener:handle:60] - Populated the TokenStorage with an anonymous Token.   [GET, /help/tradelaw, 51.222.253.20, NULL, Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)]
[2023-06-13 00:15:21,819315] eccube.INFO  [537a8c8c] [13717d18] [NULL] [LogListener:logRequest:83] - > GET /help/tradelaw   [GET, /help/tradelaw, 51.222.253.20, NULL, Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)]
[2023-06-13 00:15:21,832062] eccube.INFO  [537a8c8c] [13717d18] [NULL] [RouterListener:onKernelRequest:148] - Matched route "block_cart". {"route_parameters":{"_controller":"\\Eccube\\Controller\\Block\\CartController::index","_route":"block_cart"},"request_uri":"http://biken-shop-mall.com/block/cart"}  [GET, /help/tradelaw, 51.222.253.20, NULL, Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)]
[2023-06-13 00:15:21,832904] eccube.INFO  [537a8c8c] [13717d18] [NULL] [RouterListener:onKernelRequest:148] - Matched route "block_search_product". {"route_parameters":{"_controller":"\\Eccube\\Controller\\Block\\SearchProductController::index","_route":"block_search_product"},"request_uri":"http://biken-shop-mall.com/block/search_product"}  [GET, /help/tradelaw, 51.222.253.20, NULL, Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)]
[2023-06-13 00:15:21,843089] eccube.INFO  [537a8c8c] [13717d18] [NULL] [RouterListener:onKernelRequest:148] - Matched route "block_login". {"route_parameters":{"_controller":"\\Eccube\\Controller\\Block\\LoginController::index","_route":"block_login"},"request_uri":"http://biken-shop-mall.com/block/login"}  [GET, /help/tradelaw, 51.222.253.20, NULL, Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)]
[2023-06-13 00:15:21,844121] eccube.INFO  [537a8c8c] [13717d18] [NULL] [LogListener:logResponse:96] - < 200   [GET, /help/tradelaw, 51.222.253.20, NULL, Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)]
[2023-06-13 00:27:42,066493] eccube.INFO  [NULL] [4f53455a] [NULL] [RouterListener:onKernelRequest:148] - Matched route "product_detail". {"route_parameters":{"_controller":"\\Eccube\\Controller\\ProductController::detail","id":"20","_route":"product_detail"},"request_uri":"https://biken-shop-mall.com/products/detail/20"}  [GET, /products/detail/20, 40.77.167.251, NULL, Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36]
[2023-06-13 00:27:42,066751] eccube.INFO  [NULL] [4f53455a] [NULL] [AnonymousAuthenticationListener:handle:60] - Populated the TokenStorage with an anonymous Token.   [GET, /products/detail/20, 40.77.167.251, NULL, Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36]
[2023-06-13 00:27:42,067134] eccube.INFO  [4414cd36] [4f53455a] [NULL] [LogListener:logRequest:83] - > GET /products/detail/20   [GET, /products/detail/20, 40.77.167.251, NULL, Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36]
[2023-06-13 00:27:42,100107] eccube.INFO  [4414cd36] [4f53455a] [NULL] [RouterListener:onKernelRequest:148] - Matched route "block_cart". {"route_parameters":{"_controller":"\\Eccube\\Controller\\Block\\CartController::index","_route":"block_cart"},"request_uri":"https://biken-shop-mall.com/block/cart"}  [GET, /products/detail/20, 40.77.167.251, NULL, Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36]
